Date,Day,Direction,MBIKE,CAR,LGV,BUS,HGV_RIG,HGV_ART,CARAVAN,TOTAL_HGV,TOTAL_ALL
Wednesday 1 January 2020,Wednesday,S,75,20027,1067,57,36,31,11,67,21304
Wednesday 1 January 2020,Wednesday,N,73,20893,1113,59,41,34,16,75,22229
Thursday 2 January 2020,Thursday,S,84,26116,2457,122,359,355,38,714,29531
Thursday 2 January 2020,Thursday,N,99,26681,2788,125,353,373,54,726,30473
Friday 3 January 2020,Friday,S,123,29580,2809,161,450,461,87,911,33671
Friday 3 January 2020,Friday,N,112,28916,2919,150,461,443,75,904,33076
Saturday 4 January 2020,Saturday,S,85,26797,1906,92,143,170,42,313,29235
Saturday 4 January 2020,Saturday,N,64,26673,1888,93,160,159,49,319,29086
Sunday 5 January 2020,Sunday,S,113,23723,1454,86,55,86,37,141,25554
Sunday 5 January 2020,Sunday,N,111,25247,1470,76,71,93,36,164,27104
Monday 6 January 2020,Monday,S,87,26864,3321,183,667,556,77,1223,31755
Monday 6 January 2020,Monday,N,84,27924,3486,165,652,566,86,1218,32963
Tuesday 7 January 2020,Tuesday,S,101,28137,3556,167,666,591,85,1257,33303
Tuesday 7 January 2020,Tuesday,N,95,28881,3826,170,690,586,84,1276,34332
Wednesday 8 January 2020,Wednesday,S,115,29193,3691,187,685,587,119,1272,34577
Wednesday 8 January 2020,Wednesday,N,130,29507,4010,184,756,635,110,1391,35332
Thursday 9 January 2020,Thursday,S,109,29728,3761,185,763,631,90,1394,35267
Thursday 9 January 2020,Thursday,N,113,29843,3973,185,812,665,110,1477,35701
Friday 10 January 2020,Friday,S,124,30655,3752,171,691,605,119,1296,36117
Friday 10 January 2020,Friday,N,120,30726,4071,188,730,664,120,1394,36619
Saturday 11 January 2020,Saturday,S,51,26591,2047,106,191,212,58,403,29256
Saturday 11 January 2020,Saturday,N,56,25614,2128,99,188,180,60,368,28325
Sunday 12 January 2020,Sunday,S,117,27354,1543,101,78,79,53,157,29325
Sunday 12 January 2020,Sunday,N,111,27684,1567,91,82,99,70,181,29704
Monday 13 January 2020,Monday,S,83,26189,3397,160,627,592,71,1219,31119
Monday 13 January 2020,Monday,N,70,27129,3696,160,677,625,71,1302,32428
Tuesday 14 January 2020,Tuesday,S,94,29305,3736,181,751,671,100,1422,34838
Tuesday 14 January 2020,Tuesday,N,94,29867,4058,182,792,637,112,1429,35742
Wednesday 15 January 2020,Wednesday,S,105,30680,3881,181,741,665,128,1406,36381
Wednesday 15 January 2020,Wednesday,N,118,31282,4115,179,739,706,117,1445,37256
Thursday 16 January 2020,Thursday,S,130,29681,3747,189,760,628,96,1388,35231
Thursday 16 January 2020,Thursday,N,96,30137,4026,189,749,679,106,1428,35982
Friday 17 January 2020,Friday,S,124,31946,3776,206,771,598,129,1369,37550
Friday 17 January 2020,Friday,N,117,30985,4198,192,746,647,134,1393,37019
Saturday 18 January 2020,Saturday,S,72,29565,2330,111,234,206,90,440,32608
Saturday 18 January 2020,Saturday,N,68,27813,2453,104,245,204,88,449,30975
Sunday 19 January 2020,Sunday,S,106,26665,1515,101,98,78,47,176,28610
Sunday 19 January 2020,Sunday,N,84,27429,1851,94,112,105,52,217,29727
Monday 20 January 2020,Monday,S,108,28660,3660,177,737,677,134,1414,34153
Monday 20 January 2020,Monday,N,109,29279,4151,169,830,733,103,1563,35374
Tuesday 21 January 2020,Tuesday,S,95,29391,3791,200,831,712,148,1543,35168
Tuesday 21 January 2020,Tuesday,N,92,29924,3966,187,852,696,140,1548,35857
Wednesday 22 January 2020,Wednesday,S,134,30785,3881,189,838,657,147,1495,36631
Wednesday 22 January 2020,Wednesday,N,101,31125,3974,179,825,676,120,1501,37000
Thursday 23 January 2020,Thursday,S,93,29867,3831,193,844,671,147,1515,35646
Thursday 23 January 2020,Thursday,N,113,31120,4134,191,841,710,136,1551,37245
Friday 24 January 2020,Friday,S,113,31764,3774,188,805,646,158,1451,37448
Friday 24 January 2020,Friday,N,123,31233,4081,191,867,696,134,1563,37325
Saturday 25 January 2020,Saturday,S,103,30796,2421,137,220,230,91,450,33998
Saturday 25 January 2020,Saturday,N,81,28954,2396,125,222,220,93,442,32091
Sunday 26 January 2020,Sunday,S,86,26664,1608,100,104,81,56,185,28699
Sunday 26 January 2020,Sunday,N,94,27908,1715,98,89,97,53,186,30054
Monday 27 January 2020,Monday,S,98,29222,3794,181,728,711,140,1439,34874
Monday 27 January 2020,Monday,N,83,30328,4020,189,741,729,133,1470,36223
Tuesday 28 January 2020,Tuesday,S,98,30053,3820,193,825,693,155,1518,35837
Tuesday 28 January 2020,Tuesday,N,104,30298,4134,177,842,714,144,1556,36413
Wednesday 29 January 2020,Wednesday,S,113,30509,3879,200,741,696,127,1437,36265
Wednesday 29 January 2020,Wednesday,N,104,31295,4235,189,769,670,122,1439,37384
Thursday 30 January 2020,Thursday,S,113,30793,3755,186,852,658,128,1510,36485
Thursday 30 January 2020,Thursday,N,108,31746,4262,191,852,691,109,1543,37959
Friday 31 January 2020,Friday,S,102,32753,3817,193,735,629,122,1364,38351
Friday 31 January 2020,Friday,N,139,31241,3950,208,737,663,113,1400,37051
Saturday 1 February 2020,Saturday,S,77,28816,2375,127,201,210,81,411,31887
Saturday 1 February 2020,Saturday,N,71,27251,2326,129,222,228,76,450,30303
Sunday 2 February 2020,Sunday,S,94,27455,1571,121,115,96,59,211,29511
Sunday 2 February 2020,Sunday,N,103,28366,1696,111,96,108,59,204,30539
Monday 3 February 2020,Monday,S,109,29135,3690,198,711,659,107,1370,34609
Monday 3 February 2020,Monday,N,113,30597,4084,173,735,679,110,1414,36491
Tuesday 4 February 2020,Tuesday,S,114,30138,3855,206,773,734,125,1507,35945
Tuesday 4 February 2020,Tuesday,N,115,30850,4143,193,790,729,117,1519,36937
Wednesday 5 February 2020,Wednesday,S,112,30941,3925,186,834,680,142,1514,36820
Wednesday 5 February 2020,Wednesday,N,127,31260,4356,182,829,692,139,1521,37585
Thursday 6 February 2020,Thursday,S,110,31427,3888,196,822,682,141,1504,37266
Thursday 6 February 2020,Thursday,N,145,31668,4267,209,859,728,132,1587,38008
Friday 7 February 2020,Friday,S,91,31557,3878,217,776,652,133,1428,37304
Friday 7 February 2020,Friday,N,106,31038,4187,228,809,695,121,1504,37184
Saturday 8 February 2020,Saturday,S,54,27800,2227,118,230,193,69,423,30691
Saturday 8 February 2020,Saturday,N,64,27059,2312,134,232,223,85,455,30109
Sunday 9 February 2020,Sunday,S,44,19297,1252,94,74,70,24,144,20855
Sunday 9 February 2020,Sunday,N,35,21000,1399,85,78,87,26,165,22710
Monday 10 February 2020,Monday,S,61,28479,3609,181,679,607,108,1286,33724
Monday 10 February 2020,Monday,N,67,29761,4003,173,707,629,98,1336,35438
Tuesday 11 February 2020,Tuesday,S,74,28023,3598,170,741,643,124,1384,33373
Tuesday 11 February 2020,Tuesday,N,64,29152,3982,165,763,633,119,1396,34878
Wednesday 12 February 2020,Wednesday,S,81,30726,3939,186,828,606,137,1434,36503
Wednesday 12 February 2020,Wednesday,N,87,31479,4182,174,833,655,126,1488,37536
Thursday 13 February 2020,Thursday,S,104,31116,3985,209,812,692,136,1504,37054
Thursday 13 February 2020,Thursday,N,102,31800,4384,193,807,757,132,1564,38175
Friday 14 February 2020,Friday,S,90,31373,3850,173,705,656,127,1361,36974
Friday 14 February 2020,Friday,N,109,31358,4167,187,735,706,128,1441,37390
Saturday 15 February 2020,Saturday,S,39,24055,2035,104,232,175,57,407,26697
Saturday 15 February 2020,Saturday,N,33,23458,2154,102,226,188,56,414,26217
Sunday 16 February 2020,Sunday,S,67,24064,1502,109,75,86,39,161,25942
Sunday 16 February 2020,Sunday,N,61,25198,1574,101,65,111,37,176,27147
Monday 17 February 2020,Monday,S,86,28967,3617,184,722,685,136,1407,34397
Monday 17 February 2020,Monday,N,106,29867,3969,175,751,662,145,1413,35675
Tuesday 18 February 2020,Tuesday,S,90,29850,3793,190,802,648,149,1450,35522
Tuesday 18 February 2020,Tuesday,N,108,30444,4153,173,800,661,155,1461,36494
Wednesday 19 February 2020,Wednesday,S,93,29941,3806,198,785,653,141,1438,35617
Wednesday 19 February 2020,Wednesday,N,102,30937,4217,188,750,685,133,1435,37012
Thursday 20 February 2020,Thursday,S,86,29614,3676,180,777,672,159,1449,35164
Thursday 20 February 2020,Thursday,N,89,31612,4270,192,824,699,162,1523,37848
Friday 21 February 2020,Friday,S,94,31097,3826,185,716,624,130,1340,36672
Friday 21 February 2020,Friday,N,99,30615,4233,170,723,668,116,1391,36624
Saturday 22 February 2020,Saturday,S,81,28666,2429,141,243,187,98,430,31845
Saturday 22 February 2020,Saturday,N,76,27744,2382,123,229,183,110,412,30847
Sunday 23 February 2020,Sunday,S,86,24834,1577,116,115,87,42,202,26857
Sunday 23 February 2020,Sunday,N,95,26364,1695,102,91,97,44,188,28488
Monday 24 February 2020,Monday,S,85,28511,3673,170,762,708,144,1470,34053
Monday 24 February 2020,Monday,N,94,29609,3851,190,779,684,109,1463,35316
Tuesday 25 February 2020,Tuesday,S,86,28167,3661,202,744,751,151,1495,33762
Tuesday 25 February 2020,Tuesday,N,89,30600,4168,190,805,733,119,1538,36704
Wednesday 26 February 2020,Wednesday,S,94,30628,3978,201,830,681,162,1511,36574
Wednesday 26 February 2020,Wednesday,N,91,31988,4323,270,834,717,131,1551,38354
Thursday 27 February 2020,Thursday,S,117,31010,3856,200,817,763,167,1580,36930
Thursday 27 February 2020,Thursday,N,112,31793,4307,187,833,762,140,1595,38134
Friday 28 February 2020,Friday,S,87,32025,3936,198,788,689,144,1477,37867
Friday 28 February 2020,Friday,N,84,31251,4198,217,770,782,127,1552,37429
Saturday 29 February 2020,Saturday,S,56,26221,2190,124,213,175,71,388,29050
Saturday 29 February 2020,Saturday,N,52,25075,2333,104,210,205,63,415,28042
Sunday 1 March 2020,Sunday,S,105,25839,1573,116,95,83,57,178,27868
Sunday 1 March 2020,Sunday,N,94,27117,1715,99,90,92,61,182,29268
Monday 2 March 2020,Monday,S,107,29001,3750,186,787,671,137,1458,34639
Monday 2 March 2020,Monday,N,98,30755,4091,195,765,674,147,1439,36725
Tuesday 3 March 2020,Tuesday,S,106,29980,3861,211,892,743,142,1635,35935
Tuesday 3 March 2020,Tuesday,N,120,30866,4100,207,884,750,130,1634,37057
Wednesday 4 March 2020,Wednesday,S,123,30913,3838,216,855,767,157,1622,36869
Wednesday 4 March 2020,Wednesday,N,127,31239,4244,196,875,777,137,1652,37595
Thursday 5 March 2020,Thursday,S,126,31581,3935,204,842,772,171,1614,37631
Thursday 5 March 2020,Thursday,N,125,32103,4246,221,831,796,166,1627,38488
Friday 6 March 2020,Friday,S,103,32101,3824,235,811,698,174,1509,37946
Friday 6 March 2020,Friday,N,99,31512,4242,218,817,728,148,1545,37764
Saturday 7 March 2020,Saturday,S,101,28675,2399,123,251,208,95,459,31852
Saturday 7 March 2020,Saturday,N,89,27518,2428,116,244,210,104,454,30709
Sunday 8 March 2020,Sunday,S,115,26152,1594,115,118,102,59,220,28255
Sunday 8 March 2020,Sunday,N,97,26664,1643,107,100,111,65,211,28787
Monday 9 March 2020,Monday,S,89,28264,3551,205,745,725,159,1470,33738
Monday 9 March 2020,Monday,N,82,29682,3985,200,760,707,141,1467,35557
Tuesday 10 March 2020,Tuesday,S,109,29219,3839,206,900,746,162,1646,35181
Tuesday 10 March 2020,Tuesday,N,92,29990,4023,205,880,751,132,1631,36073
Wednesday 11 March 2020,Wednesday,S,80,29330,3875,191,857,726,169,1583,35228
Wednesday 11 March 2020,Wednesday,N,95,30020,4258,191,842,716,161,1558,36283
Thursday 12 March 2020,Thursday,S,93,28921,3866,213,797,646,140,1443,34676
Thursday 12 March 2020,Thursday,N,106,28776,4254,202,801,703,129,1504,34971
Friday 13 March 2020,Friday,S,106,26933,4000,182,798,680,169,1478,32868
Friday 13 March 2020,Friday,N,120,24656,4107,160,803,736,139,1539,30721
Saturday 14 March 2020,Saturday,S,89,21370,2147,112,231,278,87,509,24314
Saturday 14 March 2020,Saturday,N,89,19764,2052,103,208,261,86,469,22563
Sunday 15 March 2020,Sunday,S,155,20201,1353,89,73,101,29,174,22001
Sunday 15 March 2020,Sunday,N,153,20734,1446,73,76,149,27,225,22658
Monday 16 March 2020,Monday,S,117,20498,3208,179,607,626,121,1233,25356
Monday 16 March 2020,Monday,N,129,20706,3441,168,580,632,118,1212,25774
Tuesday 17 March 2020,Tuesday,S,111,19457,1521,84,138,222,38,360,21571
Tuesday 17 March 2020,Tuesday,N,113,20170,1639,61,138,224,53,362,22398
Wednesday 18 March 2020,Wednesday,S,112,19178,3501,161,810,726,144,1536,24632
Wednesday 18 March 2020,Wednesday,N,95,19483,3601,137,789,718,133,1507,24956
Thursday 19 March 2020,Thursday,S,113,19824,3550,145,883,752,169,1635,25436
Thursday 19 March 2020,Thursday,N,133,19490,3773,162,859,755,160,1614,25332
Friday 20 March 2020,Friday,S,118,21046,3680,158,843,691,162,1534,26698
Friday 20 March 2020,Friday,N,112,19710,3723,150,844,738,151,1582,25428
Saturday 21 March 2020,Saturday,S,118,18640,1903,79,194,272,66,466,21272
Saturday 21 March 2020,Saturday,N,110,18307,1852,79,198,276,76,474,20898
Sunday 22 March 2020,Sunday,S,212,20893,1263,36,63,95,19,158,22581
Sunday 22 March 2020,Sunday,N,241,21901,1341,51,46,125,23,171,23728
Monday 23 March 2020,Monday,S,110,16629,3310,134,767,681,140,1448,21771
Monday 23 March 2020,Monday,N,103,16949,3431,148,764,690,147,1454,22232
Tuesday 24 March 2020,Tuesday,S,108,17195,3412,136,834,701,127,1535,22513
Tuesday 24 March 2020,Tuesday,N,100,17183,3586,137,822,718,140,1540,22686
Wednesday 25 March 2020,Wednesday,S,149,15773,3307,124,821,666,137,1487,20977
Wednesday 25 March 2020,Wednesday,N,135,15895,3387,124,796,691,129,1487,21157
Thursday 26 March 2020,Thursday,S,128,15599,3342,143,792,662,123,1454,20789
Thursday 26 March 2020,Thursday,N,129,15519,3414,136,795,692,125,1487,20810
Friday 27 March 2020,Friday,S,130,17062,3385,133,802,676,161,1478,22349
Friday 27 March 2020,Friday,N,123,16709,3331,140,813,729,168,1542,22013
Saturday 28 March 2020,Saturday,S,32,5711,841,56,127,194,38,321,6999
Saturday 28 March 2020,Saturday,N,32,5823,892,63,118,198,37,316,7163
Sunday 29 March 2020,Sunday,S,14,3635,356,39,46,72,14,118,4176
Sunday 29 March 2020,Sunday,N,18,3905,389,52,36,105,8,141,4513
Monday 30 March 2020,Monday,S,40,7783,1463,100,328,463,40,791,10217
Monday 30 March 2020,Monday,N,46,7976,1553,121,327,514,40,841,10577
Tuesday 31 March 2020,Tuesday,S,56,7215,1282,98,330,495,24,825,9500
Tuesday 31 March 2020,Tuesday,N,59,7213,1343,118,299,511,30,810,9573
Wednesday 1 April 2020,Wednesday,S,40,7282,1366,81,311,437,31,748,9548
Wednesday 1 April 2020,Wednesday,N,39,7370,1340,78,292,474,42,766,9635
Thursday 2 April 2020,Thursday,S,49,7463,1367,70,289,451,21,740,9710
Thursday 2 April 2020,Thursday,N,42,7562,1420,79,290,462,18,752,9873
Friday 3 April 2020,Friday,S,77,8061,1494,67,306,443,24,749,10472
Friday 3 April 2020,Friday,N,51,8070,1432,78,296,460,23,756,10410
Saturday 4 April 2020,Saturday,S,34,5293,715,35,104,154,19,258,6354
Saturday 4 April 2020,Saturday,N,36,5247,728,48,94,142,18,236,6313
Sunday 5 April 2020,Sunday,S,29,4175,412,33,43,78,12,121,4782
Sunday 5 April 2020,Sunday,N,32,4344,422,50,41,80,12,121,4981
Monday 6 April 2020,Monday,S,53,7540,1318,82,285,377,35,662,9690
Monday 6 April 2020,Monday,N,50,7790,1376,85,286,427,33,713,10047
Tuesday 7 April 2020,Tuesday,S,67,8063,1413,75,308,444,42,752,10412
Tuesday 7 April 2020,Tuesday,N,64,8119,1430,79,289,445,43,734,10469
Wednesday 8 April 2020,Wednesday,S,59,7217,1407,75,323,452,23,775,9556
Wednesday 8 April 2020,Wednesday,N,57,7973,1493,80,324,456,31,780,10414
Thursday 9 April 2020,Thursday,S,53,6033,1193,69,323,469,18,792,8158
Thursday 9 April 2020,Thursday,N,63,7259,1408,79,329,529,23,858,9690
Friday 10 April 2020,Friday,S,46,5554,866,74,209,334,24,543,7107
Friday 10 April 2020,Friday,N,57,5883,1153,77,265,375,17,640,7827
Saturday 11 April 2020,Saturday,S,20,3748,524,43,105,135,12,240,4587
Saturday 11 April 2020,Saturday,N,36,4126,584,54,103,142,17,245,5062
Sunday 12 April 2020,Sunday,S,20,2621,217,33,24,42,8,66,2965
Sunday 12 April 2020,Sunday,N,17,2893,276,49,32,34,6,66,3307
Monday 13 April 2020,Monday,S,21,3248,369,28,78,111,9,189,3864
Monday 13 April 2020,Monday,N,24,3525,416,49,79,127,13,206,4233
Tuesday 14 April 2020,Tuesday,S,61,7485,1379,68,320,404,29,724,9746
Tuesday 14 April 2020,Tuesday,N,69,7699,1501,71,326,425,40,751,10131
Wednesday 15 April 2020,Wednesday,S,64,7811,1431,76,368,409,37,777,10196
Wednesday 15 April 2020,Wednesday,N,62,7905,1499,82,341,412,39,753,10340
Thursday 16 April 2020,Thursday,S,58,7888,1496,81,366,429,33,795,10351
Thursday 16 April 2020,Thursday,N,52,8033,1570,77,350,436,30,786,10548
Friday 17 April 2020,Friday,S,23,7914,1147,67,291,431,46,722,9919
Friday 17 April 2020,Friday,N,59,8003,1566,81,329,444,41,773,10523
Saturday 18 April 2020,Saturday,S,20,4648,686,43,135,138,10,273,5680
Saturday 18 April 2020,Saturday,N,21,4874,727,53,123,148,13,271,5959
Sunday 19 April 2020,Sunday,S,22,3687,348,37,36,86,12,122,4228
Sunday 19 April 2020,Sunday,N,23,3929,353,48,39,99,6,138,4497
Monday 20 April 2020,Monday,S,62,7669,1540,82,318,437,37,755,10145
Monday 20 April 2020,Monday,N,70,7951,1591,89,319,447,41,766,10508
Tuesday 21 April 2020,Tuesday,S,64,8060,1579,80,391,425,31,816,10630
Tuesday 21 April 2020,Tuesday,N,67,8188,1623,80,351,441,33,792,10783
Wednesday 22 April 2020,Wednesday,S,67,8366,1668,81,361,454,45,815,11042
Wednesday 22 April 2020,Wednesday,N,63,8612,1728,81,339,460,47,799,11330
Thursday 23 April 2020,Thursday,S,71,8528,1691,84,356,457,39,813,11226
Thursday 23 April 2020,Thursday,N,70,8665,1760,82,367,483,42,850,11469
Friday 24 April 2020,Friday,S,30,7502,1165,81,288,402,55,690,9523
Friday 24 April 2020,Friday,N,82,8334,1722,86,355,448,43,803,11070
Saturday 25 April 2020,Saturday,S,34,4856,708,42,121,168,33,289,5962
Saturday 25 April 2020,Saturday,N,46,5056,747,62,114,161,26,275,6212
Sunday 26 April 2020,Sunday,S,18,3861,419,32,44,75,16,119,4465
Sunday 26 April 2020,Sunday,N,28,4188,444,53,48,88,20,136,4869
Monday 27 April 2020,Monday,S,61,8077,1602,96,358,433,52,791,10679
Monday 27 April 2020,Monday,N,65,8559,1588,98,366,469,50,835,11195
Tuesday 28 April 2020,Tuesday,S,38,7143,921,84,261,371,58,632,8876
Tuesday 28 April 2020,Tuesday,N,78,8306,1739,83,365,442,49,807,11062
Wednesday 29 April 2020,Wednesday,S,32,6553,938,95,251,378,37,629,8284
Wednesday 29 April 2020,Wednesday,N,46,8249,1757,85,352,445,40,797,10974
Thursday 30 April 2020,Thursday,S,17,7300,1101,76,284,466,43,750,9287
Thursday 30 April 2020,Thursday,N,38,8405,1737,71,362,516,34,878,11163
Friday 1 May 2020,Friday,S,32,7425,1416,79,300,464,54,764,9770
Friday 1 May 2020,Friday,N,61,8277,1793,85,363,495,50,858,11124
Saturday 2 May 2020,Saturday,S,27,4317,581,47,112,178,19,290,5281
Saturday 2 May 2020,Saturday,N,41,4889,764,63,114,197,24,311,6092
Sunday 3 May 2020,Sunday,S,25,3516,375,38,28,76,13,104,4071
Sunday 3 May 2020,Sunday,N,37,3924,356,56,40,81,13,121,4507
Monday 4 May 2020,Monday,S,27,3906,561,33,92,148,16,240,4783
Monday 4 May 2020,Monday,N,41,4376,547,42,90,152,18,242,5266
Tuesday 5 May 2020,Tuesday,S,85,9180,1807,86,380,473,56,853,12067
Tuesday 5 May 2020,Tuesday,N,82,9764,1882,74,377,509,62,886,12750
Wednesday 6 May 2020,Wednesday,S,87,9460,1897,86,386,475,56,861,12447
Wednesday 6 May 2020,Wednesday,N,90,9818,2006,87,371,482,61,853,12915
Thursday 7 May 2020,Thursday,S,78,9729,1973,96,420,484,56,904,12836
Thursday 7 May 2020,Thursday,N,67,9992,2080,101,381,491,65,872,13177
Friday 8 May 2020,Friday,S,88,9808,1926,88,407,514,54,921,12885
Friday 8 May 2020,Friday,N,84,10143,1979,103,392,498,56,890,13255
Saturday 9 May 2020,Saturday,S,60,6189,922,61,129,160,42,289,7563
Saturday 9 May 2020,Saturday,N,58,6428,886,57,109,153,29,262,7720
Sunday 10 May 2020,Sunday,S,23,4915,500,34,42,73,11,115,5598
Sunday 10 May 2020,Sunday,N,29,5316,588,48,42,82,16,124,6121
Monday 11 May 2020,Monday,S,62,9468,1918,88,363,453,74,816,12426
Monday 11 May 2020,Monday,N,76,9841,2013,106,330,465,74,795,12905
Tuesday 12 May 2020,Tuesday,S,76,10159,2046,101,412,466,55,878,13315
Tuesday 12 May 2020,Tuesday,N,73,10267,2158,91,408,481,62,889,13540
Wednesday 13 May 2020,Wednesday,S,75,10496,2086,85,432,481,66,913,13721
Wednesday 13 May 2020,Wednesday,N,76,10735,2141,83,444,494,62,938,14035
Thursday 14 May 2020,Thursday,S,83,10709,2185,98,432,522,57,954,14086
Thursday 14 May 2020,Thursday,N,84,10938,2307,101,415,532,68,947,14445
Friday 15 May 2020,Friday,S,84,11066,2258,76,447,507,57,954,14495
Friday 15 May 2020,Friday,N,90,11233,2339,86,461,536,68,997,14813
Saturday 16 May 2020,Saturday,S,56,7474,1056,50,126,166,37,292,8965
Saturday 16 May 2020,Saturday,N,66,7462,1043,58,134,168,41,302,8972
Sunday 17 May 2020,Sunday,S,58,6030,612,46,61,73,18,134,6898
Sunday 17 May 2020,Sunday,N,60,6528,621,50,52,83,25,135,7419
Monday 18 May 2020,Monday,S,78,13292,2887,91,565,528,142,1093,17583
Monday 18 May 2020,Monday,N,85,13805,3042,104,551,546,153,1097,18286
Tuesday 19 May 2020,Tuesday,S,103,13898,3099,106,763,536,134,1299,18639
Tuesday 19 May 2020,Tuesday,N,122,14306,3215,94,695,572,132,1267,19136
Wednesday 20 May 2020,Wednesday,S,98,14866,3058,104,806,635,139,1441,19706
Wednesday 20 May 2020,Wednesday,N,115,15110,3282,95,781,626,124,1407,20133
Thursday 21 May 2020,Thursday,S,108,14920,3238,117,775,637,138,1412,19933
Thursday 21 May 2020,Thursday,N,108,15219,3391,113,742,641,152,1383,20366
Friday 22 May 2020,Friday,S,74,14959,3111,101,795,577,154,1372,19771
Friday 22 May 2020,Friday,N,68,15081,3321,105,772,590,146,1362,20083
Saturday 23 May 2020,Saturday,S,54,10705,1550,51,179,142,76,321,12757
Saturday 23 May 2020,Saturday,N,59,10884,1552,53,161,136,83,297,12928
Sunday 24 May 2020,Sunday,S,100,8914,837,39,66,61,37,127,10054
Sunday 24 May 2020,Sunday,N,106,9587,780,51,60,87,33,147,10704
Monday 25 May 2020,Monday,S,107,15019,3191,109,787,594,151,1381,19958
Monday 25 May 2020,Monday,N,107,15610,3302,105,771,616,169,1387,20680
Tuesday 26 May 2020,Tuesday,S,113,15480,3401,98,851,633,157,1484,20733
Tuesday 26 May 2020,Tuesday,N,126,15832,3555,95,839,645,150,1484,21242
Wednesday 27 May 2020,Wednesday,S,136,16343,3417,93,855,656,182,1511,21682
Wednesday 27 May 2020,Wednesday,N,130,16581,3523,98,853,650,167,1503,22002
Thursday 28 May 2020,Thursday,S,144,16643,3592,112,800,640,169,1440,22100
Thursday 28 May 2020,Thursday,N,142,16856,3702,115,779,655,150,1434,22399
Friday 29 May 2020,Friday,S,145,16229,3471,109,834,649,164,1483,21601
Friday 29 May 2020,Friday,N,138,16339,3535,108,810,646,160,1456,21736
Saturday 30 May 2020,Saturday,S,111,11437,1631,53,189,190,110,379,13721
Saturday 30 May 2020,Saturday,N,121,11267,1612,62,190,184,118,374,13554
Sunday 31 May 2020,Sunday,S,102,9946,831,35,90,64,27,154,11095
Sunday 31 May 2020,Sunday,N,134,10152,777,48,77,71,33,148,11292
Monday 1 June 2020,Monday,S,105,10329,1100,46,140,165,53,305,11938
Monday 1 June 2020,Monday,N,126,11176,1115,53,127,173,50,300,12820
Tuesday 2 June 2020,Tuesday,S,145,17420,3532,133,855,705,158,1560,22948
Tuesday 2 June 2020,Tuesday,N,158,17901,3655,122,835,728,162,1563,23561
Wednesday 3 June 2020,Wednesday,S,106,16730,3538,113,820,647,173,1467,22127
